,Main dimension,Subdimension,Sub-subdimension,Feature,Sub Field,Sample Size
3206,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-3-avg,-,99862
3207,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-3-avg,-,99862
3208,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-4-avg,-,99862
3209,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-4-avg,-,99862
3210,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-4-avg,-,99862
3211,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-5-avg,-,99862
3212,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-5-avg,-,99862
3213,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-5-avg,-,99862
3214,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-6-avg,-,99862
3215,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-6-avg,-,99862
3216,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-6-avg,-,99862
3217,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-7-avg,-,99862
3218,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-7-avg,-,99862
3219,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-7-avg,-,99862
3220,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-8-avg,-,99862
3221,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-8-avg,-,99862
3222,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-8-avg,-,99862
3223,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-9-avg,-,99862
3224,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-9-avg,-,99862
3225,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-9-avg,-,99862
3226,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-10-avg,-,99862
3227,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-10-avg,-,99862
3228,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-10-avg,-,99862
3229,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-11-avg,-,99862
3230,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-11-avg,-,99862
3231,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-11-avg,-,99862
3232,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-12-avg,-,99862
3233,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-12-avg,-,99862
3234,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-12-avg,-,99862
3235,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-13-avg,-,99862
3236,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-13-avg,-,99862
3237,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-13-avg,-,99862
3238,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-14-avg,-,99862
3239,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-14-avg,-,99862
3240,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-14-avg,-,99862
3241,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-15-avg,-,99862
3242,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-15-avg,-,99862
3243,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-15-avg,-,99862
3244,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-16-avg,-,99862
3245,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-16-avg,-,99862
3246,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-16-avg,-,99862
3247,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-17-avg,-,99862
3248,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-17-avg,-,99862
3249,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-17-avg,-,99862
3250,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-18-avg,-,99862
3251,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-18-avg,-,99862
3252,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-18-avg,-,99862
3253,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-19-avg,-,99862
3254,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-19-avg,-,99862
3255,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-19-avg,-,99862
3256,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-20-avg,-,99862
3257,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-20-avg,-,99862
3258,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-20-avg,-,99862
3259,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-21-avg,-,99862
3260,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-21-avg,-,99862
3261,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-21-avg,-,99862
3262,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-22-avg,-,99862
3263,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-22-avg,-,99862
3264,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-22-avg,-,99862
3265,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfDay-23-avg,-,99862
3266,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekday-23-avg,-,99862
3267,PhysicalActivity,FullWeek,Scalars,vehicle-hourOfWeekend-23-avg,-,99862
3268,PhysicalActivity,FullWeek,Scalars,walking-overall-avg_V2,-,99862
3269,PhysicalActivity,FullWeek,Scalars,walking-overall-sd_V2,-,99862
3270,PhysicalActivity,FullWeek,Scalars,walking-weekday-avg_V2,-,99862
3271,PhysicalActivity,FullWeek,Scalars,walking-weekend-avg_V2,-,99862
3272,PhysicalActivity,FullWeek,Scalars,walking-mon-avg_V2,-,99862
3273,PhysicalActivity,FullWeek,Scalars,walking-tue-avg_V2,-,99862
3274,PhysicalActivity,FullWeek,Scalars,walking-wed-avg_V2,-,99862
3275,PhysicalActivity,FullWeek,Scalars,walking-thur-avg_V2,-,99862
3276,PhysicalActivity,FullWeek,Scalars,walking-fri-avg_V2,-,99862
3277,PhysicalActivity,FullWeek,Scalars,walking-sat-avg_V2,-,99862
3278,PhysicalActivity,FullWeek,Scalars,walking-sun-avg_V2,-,99862
3279,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-0-avg_V2,-,99862
3280,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-0-avg_V2,-,99862
3281,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-0-avg_V2,-,99862
3282,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-1-avg_V2,-,99862
3283,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-1-avg_V2,-,99862
3284,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-1-avg_V2,-,99862
3285,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-2-avg_V2,-,99862
3286,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-2-avg_V2,-,99862
3287,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-2-avg_V2,-,99862
3288,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-3-avg_V2,-,99862
3289,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-3-avg_V2,-,99862
3290,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-3-avg_V2,-,99862
3291,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-4-avg_V2,-,99862
3292,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-4-avg_V2,-,99862
3293,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-4-avg_V2,-,99862
3294,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-5-avg_V2,-,99862
3295,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-5-avg_V2,-,99862
3296,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-5-avg_V2,-,99862
3297,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-6-avg_V2,-,99862
3298,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-6-avg_V2,-,99862
3299,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-6-avg_V2,-,99862
3300,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-7-avg_V2,-,99862
3301,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-7-avg_V2,-,99862
3302,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-7-avg_V2,-,99862
3303,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-8-avg_V2,-,99862
3304,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-8-avg_V2,-,99862
3305,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-8-avg_V2,-,99862
3306,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-9-avg_V2,-,99862
3307,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-9-avg_V2,-,99862
3308,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-9-avg_V2,-,99862
3309,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-10-avg_V2,-,99862
3310,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-10-avg_V2,-,99862
3311,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-10-avg_V2,-,99862
3312,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-11-avg_V2,-,99862
3313,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-11-avg_V2,-,99862
3314,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-11-avg_V2,-,99862
3315,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-12-avg_V2,-,99862
3316,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-12-avg_V2,-,99862
3317,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-12-avg_V2,-,99862
3318,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-13-avg_V2,-,99862
3319,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-13-avg_V2,-,99862
3320,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-13-avg_V2,-,99862
3321,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-14-avg_V2,-,99862
3322,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-14-avg_V2,-,99862
3323,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-14-avg_V2,-,99862
3324,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-15-avg_V2,-,99862
3325,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-15-avg_V2,-,99862
3326,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-15-avg_V2,-,99862
3327,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-16-avg_V2,-,99862
3328,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-16-avg_V2,-,99862
3329,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-16-avg_V2,-,99862
3330,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-17-avg_V2,-,99862
3331,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-17-avg_V2,-,99862
3332,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-17-avg_V2,-,99862
3333,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-18-avg_V2,-,99862
3334,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-18-avg_V2,-,99862
3335,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-18-avg_V2,-,99862
3336,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-19-avg_V2,-,99862
3337,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-19-avg_V2,-,99862
3338,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-19-avg_V2,-,99862
3339,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-20-avg_V2,-,99862
3340,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-20-avg_V2,-,99862
3341,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-20-avg_V2,-,99862
3342,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-21-avg_V2,-,99862
3343,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-21-avg_V2,-,99862
3344,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-21-avg_V2,-,99862
3345,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-22-avg_V2,-,99862
3346,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-22-avg_V2,-,99862
3347,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-22-avg_V2,-,99862
3348,PhysicalActivity,FullWeek,Scalars,walking-hourOfDay-23-avg_V2,-,99862
3349,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekday-23-avg_V2,-,99862
3350,PhysicalActivity,FullWeek,Scalars,walking-hourOfWeekend-23-avg_V2,-,99862
3351,PhysicalActivity,FullWeek,Scalars,MET-overall-avg_V2,-,99862
3352,PhysicalActivity,FullWeek,Scalars,MET-overall-sd_V2,-,99862
3353,PhysicalActivity,FullWeek,Scalars,MET-weekday-avg_V2,-,99862
3354,PhysicalActivity,FullWeek,Scalars,MET-weekend-avg_V2,-,99862
3355,PhysicalActivity,FullWeek,Scalars,MET-mon-avg_V2,-,99862
3356,PhysicalActivity,FullWeek,Scalars,MET-tue-avg_V2,-,99862
3357,PhysicalActivity,FullWeek,Scalars,MET-wed-avg_V2,-,99862
3358,PhysicalActivity,FullWeek,Scalars,MET-thur-avg_V2,-,99862
3359,PhysicalActivity,FullWeek,Scalars,MET-fri-avg_V2,-,99862
3360,PhysicalActivity,FullWeek,Scalars,MET-sat-avg_V2,-,99862
3361,PhysicalActivity,FullWeek,Scalars,MET-sun-avg_V2,-,99862
3362,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-0-avg_V2,-,99862
3363,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-0-avg_V2,-,99862
3364,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-0-avg_V2,-,99862
3365,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-1-avg_V2,-,99862
3366,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-1-avg_V2,-,99862
3367,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-1-avg_V2,-,99862
3368,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-2-avg_V2,-,99862
3369,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-2-avg_V2,-,99862
3370,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-2-avg_V2,-,99862
3371,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-3-avg_V2,-,99862
3372,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-3-avg_V2,-,99862
3373,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-3-avg_V2,-,99862
3374,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-4-avg_V2,-,99862
3375,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-4-avg_V2,-,99862
3376,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-4-avg_V2,-,99862
3377,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-5-avg_V2,-,99862
3378,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-5-avg_V2,-,99862
3379,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-5-avg_V2,-,99862
3380,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-6-avg_V2,-,99862
3381,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-6-avg_V2,-,99862
3382,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-6-avg_V2,-,99862
3383,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-7-avg_V2,-,99862
3384,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-7-avg_V2,-,99862
3385,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-7-avg_V2,-,99862
3386,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-8-avg_V2,-,99862
3387,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-8-avg_V2,-,99862
3388,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-8-avg_V2,-,99862
3389,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-9-avg_V2,-,99862
3390,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-9-avg_V2,-,99862
3391,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-9-avg_V2,-,99862
3392,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-10-avg_V2,-,99862
3393,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-10-avg_V2,-,99862
3394,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-10-avg_V2,-,99862
3395,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-11-avg_V2,-,99862
3396,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-11-avg_V2,-,99862
3397,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-11-avg_V2,-,99862
3398,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-12-avg_V2,-,99862
3399,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-12-avg_V2,-,99862
3400,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-12-avg_V2,-,99862
3401,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-13-avg_V2,-,99862
3402,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-13-avg_V2,-,99862
3403,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-13-avg_V2,-,99862
3404,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-14-avg_V2,-,99862
3405,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-14-avg_V2,-,99862
3406,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-14-avg_V2,-,99862
3407,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-15-avg_V2,-,99862
3408,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-15-avg_V2,-,99862
3409,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-15-avg_V2,-,99862
3410,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-16-avg_V2,-,99862
3411,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-16-avg_V2,-,99862
3412,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-16-avg_V2,-,99862
3413,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-17-avg_V2,-,99862
3414,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-17-avg_V2,-,99862
3415,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-17-avg_V2,-,99862
3416,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-18-avg_V2,-,99862
3417,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-18-avg_V2,-,99862
3418,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-18-avg_V2,-,99862
3419,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-19-avg_V2,-,99862
3420,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-19-avg_V2,-,99862
3421,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-19-avg_V2,-,99862
3422,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-20-avg_V2,-,99862
3423,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-20-avg_V2,-,99862
3424,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-20-avg_V2,-,99862
3425,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-21-avg_V2,-,99862
3426,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-21-avg_V2,-,99862
3427,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-21-avg_V2,-,99862
3428,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-22-avg_V2,-,99862
3429,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-22-avg_V2,-,99862
3430,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-22-avg_V2,-,99862
3431,PhysicalActivity,FullWeek,Scalars,MET-hourOfDay-23-avg_V2,-,99862
3432,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekday-23-avg_V2,-,99862
3433,PhysicalActivity,FullWeek,Scalars,MET-hourOfWeekend-23-avg_V2,-,99862
3434,PhysicalActivity,FullWeek,Scalars,enmoTrunc_mean,-,99862
3435,PhysicalActivity,FullWeek,Scalars,enmoTrunc_std,-,99862
3436,PhysicalActivity,FullWeek,Scalars,enmoTrunc_min,-,99862
3437,PhysicalActivity,FullWeek,Scalars,enmoTrunc_25%,-,99862
3438,PhysicalActivity,FullWeek,Scalars,enmoTrunc_50%,-,99862
3439,PhysicalActivity,FullWeek,Scalars,enmoTrunc_75%,-,99862
3440,PhysicalActivity,FullWeek,Scalars,enmoTrunc_max,-,99862
3441,PhysicalActivity,FullWeek,Scalars,enmoAbs_mean,-,99862
3442,PhysicalActivity,FullWeek,Scalars,enmoAbs_std,-,99862
3443,PhysicalActivity,FullWeek,Scalars,enmoAbs_min,-,99862
3444,PhysicalActivity,FullWeek,Scalars,enmoAbs_25%,-,99862
3445,PhysicalActivity,FullWeek,Scalars,enmoAbs_50%,-,99862
3446,PhysicalActivity,FullWeek,Scalars,enmoAbs_75%,-,99862
3447,PhysicalActivity,FullWeek,Scalars,enmoAbs_max,-,99862
3448,PhysicalActivity,FullWeek,Scalars,xMean_mean,-,99862
3449,PhysicalActivity,FullWeek,Scalars,xMean_std,-,99862
3450,PhysicalActivity,FullWeek,Scalars,xMean_min,-,99862
3451,PhysicalActivity,FullWeek,Scalars,xMean_25%,-,99862
3452,PhysicalActivity,FullWeek,Scalars,xMean_50%,-,99862
3453,PhysicalActivity,FullWeek,Scalars,xMean_75%,-,99862
3454,PhysicalActivity,FullWeek,Scalars,xMean_max,-,99862
3455,PhysicalActivity,FullWeek,Scalars,yMean_mean,-,99862
3456,PhysicalActivity,FullWeek,Scalars,yMean_std,-,99862
3457,PhysicalActivity,FullWeek,Scalars,yMean_min,-,99862
3458,PhysicalActivity,FullWeek,Scalars,yMean_25%,-,99862
3459,PhysicalActivity,FullWeek,Scalars,yMean_50%,-,99862
3460,PhysicalActivity,FullWeek,Scalars,yMean_75%,-,99862
3461,PhysicalActivity,FullWeek,Scalars,yMean_max,-,99862
3462,PhysicalActivity,FullWeek,Scalars,zMean_mean,-,99862
3463,PhysicalActivity,FullWeek,Scalars,zMean_std,-,99862
3464,PhysicalActivity,FullWeek,Scalars,zMean_min,-,99862
3465,PhysicalActivity,FullWeek,Scalars,zMean_25%,-,99862
3466,PhysicalActivity,FullWeek,Scalars,zMean_50%,-,99862
3467,PhysicalActivity,FullWeek,Scalars,zMean_75%,-,99862
3468,PhysicalActivity,FullWeek,Scalars,zMean_max,-,99862
3469,PhysicalActivity,FullWeek,Scalars,xRange_mean,-,99862
3470,PhysicalActivity,FullWeek,Scalars,xRange_std,-,99862
3471,PhysicalActivity,FullWeek,Scalars,xRange_min,-,99862
3472,PhysicalActivity,FullWeek,Scalars,xRange_25%,-,99862
3473,PhysicalActivity,FullWeek,Scalars,xRange_50%,-,99862
3474,PhysicalActivity,FullWeek,Scalars,xRange_75%,-,99862
3475,PhysicalActivity,FullWeek,Scalars,xRange_max,-,99862
3476,PhysicalActivity,FullWeek,Scalars,yRange_mean,-,99862
3477,PhysicalActivity,FullWeek,Scalars,yRange_std,-,99862
3478,PhysicalActivity,FullWeek,Scalars,yRange_min,-,99862
3479,PhysicalActivity,FullWeek,Scalars,yRange_25%,-,99862
3480,PhysicalActivity,FullWeek,Scalars,yRange_50%,-,99862
3481,PhysicalActivity,FullWeek,Scalars,yRange_75%,-,99862
3482,PhysicalActivity,FullWeek,Scalars,yRange_max,-,99862
3483,PhysicalActivity,FullWeek,Scalars,zRange_mean,-,99862
3484,PhysicalActivity,FullWeek,Scalars,zRange_std,-,99862
3485,PhysicalActivity,FullWeek,Scalars,zRange_min,-,99862
3486,PhysicalActivity,FullWeek,Scalars,zRange_25%,-,99862
3487,PhysicalActivity,FullWeek,Scalars,zRange_50%,-,99862
3488,PhysicalActivity,FullWeek,Scalars,zRange_75%,-,99862
3489,PhysicalActivity,FullWeek,Scalars,zRange_max,-,99862
3490,PhysicalActivity,FullWeek,Scalars,xStd_mean,-,99862
3491,PhysicalActivity,FullWeek,Scalars,xStd_std,-,99862
3492,PhysicalActivity,FullWeek,Scalars,xStd_min,-,99862
3493,PhysicalActivity,FullWeek,Scalars,xStd_25%,-,99862
3494,PhysicalActivity,FullWeek,Scalars,xStd_50%,-,99862
3495,PhysicalActivity,FullWeek,Scalars,xStd_75%,-,99862
3496,PhysicalActivity,FullWeek,Scalars,xStd_max,-,99862
3497,PhysicalActivity,FullWeek,Scalars,yStd_mean,-,99862
3498,PhysicalActivity,FullWeek,Scalars,yStd_std,-,99862
3499,PhysicalActivity,FullWeek,Scalars,yStd_min,-,99862
3500,PhysicalActivity,FullWeek,Scalars,yStd_25%,-,99862
3501,PhysicalActivity,FullWeek,Scalars,yStd_50%,-,99862
3502,PhysicalActivity,FullWeek,Scalars,yStd_75%,-,99862
3503,PhysicalActivity,FullWeek,Scalars,yStd_max,-,99862
3504,PhysicalActivity,FullWeek,Scalars,zStd_mean,-,99862
3505,PhysicalActivity,FullWeek,Scalars,zStd_std,-,99862
3506,PhysicalActivity,FullWeek,Scalars,zStd_min,-,99862
3507,PhysicalActivity,FullWeek,Scalars,zStd_25%,-,99862
3508,PhysicalActivity,FullWeek,Scalars,zStd_50%,-,99862
3509,PhysicalActivity,FullWeek,Scalars,zStd_75%,-,99862
3510,PhysicalActivity,FullWeek,Scalars,zStd_max,-,99862
3511,PhysicalActivity,FullWeek,Scalars,xyCov_mean,-,99862
3512,PhysicalActivity,FullWeek,Scalars,xyCov_std,-,99862
3513,PhysicalActivity,FullWeek,Scalars,xyCov_min,-,99862
3514,PhysicalActivity,FullWeek,Scalars,xyCov_25%,-,99862
3515,PhysicalActivity,FullWeek,Scalars,xyCov_50%,-,99862
3516,PhysicalActivity,FullWeek,Scalars,xyCov_75%,-,99862
3517,PhysicalActivity,FullWeek,Scalars,xyCov_max,-,99862
3518,PhysicalActivity,FullWeek,Scalars,xzCov_mean,-,99862
3519,PhysicalActivity,FullWeek,Scalars,xzCov_std,-,99862
3520,PhysicalActivity,FullWeek,Scalars,xzCov_min,-,99862
3521,PhysicalActivity,FullWeek,Scalars,xzCov_25%,-,99862
3522,PhysicalActivity,FullWeek,Scalars,xzCov_50%,-,99862
3523,PhysicalActivity,FullWeek,Scalars,xzCov_75%,-,99862
3524,PhysicalActivity,FullWeek,Scalars,xzCov_max,-,99862
3525,PhysicalActivity,FullWeek,Scalars,yzCov_mean,-,99862
3526,PhysicalActivity,FullWeek,Scalars,yzCov_std,-,99862
3527,PhysicalActivity,FullWeek,Scalars,yzCov_min,-,99862
3528,PhysicalActivity,FullWeek,Scalars,yzCov_25%,-,99862
3529,PhysicalActivity,FullWeek,Scalars,yzCov_50%,-,99862
